City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Property_Age_years,Parking,Furnishing,Distance_to_CityCenter_km,Market_Price_INR_Log
Mumbai,Mid,1,2,604.1,9,1,Semi-Furnished,26.83,15.910798135435268
Hyderabad,Premium,4,4,1437.4,3,1,Fully-Furnished,6.44,16.42883548816959
Pune,Mid,2,3,834.9,1,1,Semi-Furnished,15.94,15.83299517664597
Hyderabad,Premium,3,4,1301.3,1,1,Fully-Furnished,7.37,16.447883669311896
Bangalore,Mid,1,1,592.6,9,1,Unfurnished,9.74,15.425359785796598
Bangalore,Budget,2,3,859.0,3,0,Unfurnished,23.83,15.493556201061454
Hyderabad,Mid,4,4,1596.6,9,1,Unfurnished,11.98,16.2699799072441
Hyderabad,Premium,2,2,788.0,5,1,Fully-Furnished,5.21,15.914428938582908
Pune,Mid,1,1,545.1,14,0,Semi-Furnished,23.35,15.114631619894935
Bangalore,Mid,2,3,916.6,16,0,Fully-Furnished,9.79,15.995479780948127
Mumbai,Mid,1,2,579.1,7,1,Unfurnished,16.97,15.991744248970761
Hyderabad,Mid,2,3,922.5,18,1,Semi-Furnished,12.57,15.78242023678976
Bangalore,Premium,1,1,558.7,1,0,Unfurnished,11.42,15.616721388696506
Mumbai,Mid,2,1,947.7,18,0,Unfurnished,17.44,16.510589055794394
Hyderabad,Mid,2,2,749.0,13,1,Unfurnished,23.57,15.427618303220841
Hyderabad,Mid,2,3,876.9,3,1,Unfurnished,10.95,15.672425233140729
Bangalore,Premium,2,1,798.9,16,0,Unfurnished,9.84,15.99073250978191
Bangalore,Premium,3,3,1353.4,15,1,Unfurnished,7.14,16.654338463770138
Hyderabad,Mid,3,3,1513.7,5,1,Fully-Furnished,7.88,16.358146976856233
Nagpur,Mid,3,3,1223.0,12,0,Unfurnished,16.44,15.69712368052936
Pune,Mid,2,3,792.3,14,1,Semi-Furnished,0.5,15.727671114240918
Mumbai,Mid,2,3,926.1,12,0,Fully-Furnished,8.5,16.39559063578226
Pune,Premium,2,3,1040.1,14,1,Semi-Furnished,3.13,16.203899791197482
Bangalore,Premium,1,1,586.1,4,1,Semi-Furnished,12.34,15.652852671814072
Hyderabad,Mid,3,3,1258.1,5,0,Fully-Furnished,16.57,16.05974254729
Nagpur,Mid,3,3,1305.5,10,0,Semi-Furnished,15.0,15.649017513313083
Mumbai,Premium,3,2,1071.7,7,1,Unfurnished,25.51,16.828702077986186
Bangalore,Mid,2,2,935.6,12,0,Unfurnished,17.01,16.015509283789843
Nagpur,Premium,2,1,840.5,7,1,Fully-Furnished,6.55,15.703634499519776
Mumbai,Premium,3,3,1127.2,7,1,Fully-Furnished,4.85,16.935103317559523
Mumbai,Mid,1,1,563.3,16,0,Fully-Furnished,17.95,15.906796674886989
Nagpur,Budget,2,3,1142.6,10,1,Unfurnished,23.67,15.298877181871646
Bangalore,Mid,1,1,606.5,5,1,Unfurnished,8.31,15.503981437686399
Hyderabad,Mid,2,3,995.1,11,0,Unfurnished,17.4,15.783911594455107
Hyderabad,Mid,3,4,1408.8,7,0,Semi-Furnished,11.89,16.09736310942589
Hyderabad,Mid,2,1,1003.3,5,0,Semi-Furnished,9.7,15.688127940956608
Pune,Premium,2,2,761.1,3,0,Fully-Furnished,10.69,16.02236385228525
Hyderabad,Mid,2,3,1050.9,9,1,Semi-Furnished,17.35,15.967029708432985
Hyderabad,Mid,1,1,372.6,16,1,Fully-Furnished,12.5,14.888687424894261
Bangalore,Budget,2,2,1044.9,8,1,Semi-Furnished,20.97,15.84887478362233
Pune,Mid,2,3,913.5,6,1,Unfurnished,12.88,15.748307677245448
Hyderabad,Budget,2,3,862.4,9,1,Semi-Furnished,25.56,15.389624459230856
Hyderabad,Premium,2,3,659.2,10,1,Unfurnished,7.4,15.751241214196535
Mumbai,Mid,1,2,545.1,6,0,Unfurnished,7.19,15.91146045875307
Nagpur,Mid,1,1,591.4,5,1,Unfurnished,11.77,14.905494395045057
Pune,Budget,1,2,475.8,7,1,Unfurnished,17.93,14.669330389698601
Mumbai,Budget,2,3,924.8,15,0,Unfurnished,20.7,16.22755623981679
Nagpur,Budget,2,3,852.9,15,0,Fully-Furnished,14.88,15.106536363413543
Nagpur,Mid,4,4,1850.0,18,0,Unfurnished,6.29,16.1825430741966
Bangalore,Mid,2,1,834.4,5,1,Semi-Furnished,13.09,15.909002429842934
Mumbai,Premium,1,1,598.7,26,1,Fully-Furnished,7.56,16.31391708957494
Pune,Premium,4,3,1994.1,9,1,Fully-Furnished,5.26,16.970293543697256
Mumbai,Mid,2,3,957.8,16,1,Semi-Furnished,11.61,16.439211435665985
Mumbai,Mid,2,3,1054.9,6,0,Fully-Furnished,13.41,16.57561251907958
Mumbai,Premium,4,4,2247.2,18,1,Semi-Furnished,15.96,17.489212971243006
Hyderabad,Budget,3,3,1327.9,12,1,Unfurnished,20.17,15.776247952394666
Hyderabad,Budget,2,3,868.9,2,0,Semi-Furnished,27.9,15.38594149440168
Mumbai,Budget,2,2,848.4,12,0,Unfurnished,22.27,16.050518812138005
Mumbai,Mid,2,4,734.2,7,0,Semi-Furnished,14.84,16.346057177169158
Pune,Mid,3,3,1441.3,1,0,Fully-Furnished,6.03,16.44682901963871
Hyderabad,Mid,3,3,1210.1,14,1,Unfurnished,10.57,15.873816431743974
Pune,Mid,1,1,619.5,7,0,Unfurnished,10.45,15.415710935445839
Pune,Mid,4,4,1609.8,3,1,Unfurnished,14.67,16.461538323263113
Pune,Premium,2,2,850.3,3,1,Semi-Furnished,11.03,16.11707923458216
Mumbai,Premium,5,6,2474.7,3,1,Semi-Furnished,4.91,17.65121413238049
Mumbai,Budget,3,3,1127.2,15,1,Unfurnished,12.15,16.518494078424027
Hyderabad,Budget,2,2,1093.0,18,1,Semi-Furnished,22.8,15.629362351392142
Pune,Budget,2,3,984.1,11,1,Semi-Furnished,22.23,15.67509221369494
Hyderabad,Budget,2,2,870.7,19,0,Fully-Furnished,15.31,15.295087362601958
Bangalore,Budget,1,1,510.0,11,0,Semi-Furnished,3.13,15.111578743799864
Nagpur,Mid,3,3,1473.3,9,1,Unfurnished,11.9,15.873760510687129
Mumbai,Mid,4,5,1896.4,6,1,Fully-Furnished,16.77,17.18941693831274
Hyderabad,Premium,2,2,974.0,2,1,Fully-Furnished,14.01,15.984794289017568
Mumbai,Budget,1,1,649.0,16,0,Semi-Furnished,28.18,15.61838238889668
Mumbai,Budget,1,2,421.2,12,1,Semi-Furnished,25.31,15.224385791324465
Mumbai,Premium,4,5,1579.3,6,1,Semi-Furnished,2.26,17.301305121457304
Bangalore,Budget,2,1,878.6,16,1,Fully-Furnished,21.19,15.514345931756525
Bangalore,Budget,3,4,1239.6,18,0,Unfurnished,15.65,15.968421752043689
Hyderabad,Mid,2,2,795.4,8,0,Unfurnished,13.66,15.539697753321454
Pune,Mid,4,4,1959.4,4,0,Unfurnished,0.5,16.693147009449312
Nagpur,Budget,3,3,1301.1,24,0,Semi-Furnished,22.19,15.320827630469417
Bangalore,Mid,4,4,1745.7,15,1,Unfurnished,6.14,16.57910570901036
Mumbai,Mid,2,3,985.4,17,1,Semi-Furnished,5.62,16.48896027353826
Hyderabad,Premium,4,5,1579.5,3,0,Fully-Furnished,0.5,16.675957158185604
Hyderabad,Mid,1,2,554.1,14,1,Semi-Furnished,10.93,15.120864079043805
Mumbai,Mid,1,1,507.4,9,1,Unfurnished,2.0,15.815386163713528
Mumbai,Mid,3,3,1067.4,1,1,Semi-Furnished,15.73,16.635945129600987
Mumbai,Premium,3,3,948.4,2,1,Fully-Furnished,15.79,16.72483567195252
Nagpur,Budget,2,2,1106.2,12,1,Fully-Furnished,15.62,15.366997907597149
Pune,Budget,2,3,961.5,9,0,Unfurnished,22.01,15.64324027098156
Hyderabad,Mid,2,2,1077.7,2,1,Unfurnished,13.28,15.876867682878423
Pune,Budget,2,2,961.6,1,0,Unfurnished,20.68,15.458563307642068
Bangalore,Mid,2,2,1115.8,11,1,Semi-Furnished,19.3,16.038130156970396
Nagpur,Premium,1,2,451.4,1,1,Unfurnished,8.25,14.976607071647836
Mumbai,Budget,2,3,941.0,17,1,Unfurnished,18.09,16.171825120460046
Pune,Budget,1,2,578.6,13,0,Semi-Furnished,26.94,14.706854694997297
Pune,Premium,1,1,612.9,6,1,Semi-Furnished,15.25,15.647467186543741
Bangalore,Premium,4,3,1472.0,5,1,Fully-Furnished,0.5,16.818512543016613
Bangalore,Premium,3,3,1514.8,10,1,Fully-Furnished,7.37,16.670626053875527
Nagpur,Mid,2,3,673.3,1,0,Semi-Furnished,12.86,15.08047902114624
Pune,Mid,3,2,1181.7,2,1,Fully-Furnished,15.55,16.082726160318273
Mumbai,Mid,3,3,1227.6,10,0,Fully-Furnished,23.73,16.82255866529139
Hyderabad,Budget,3,3,1235.6,14,0,Unfurnished,7.68,15.842273108780397
Mumbai,Premium,4,4,1553.7,2,1,Unfurnished,8.05,17.18644452053406
Bangalore,Budget,2,2,1036.7,7,0,Semi-Furnished,25.52,15.708859240420423
Mumbai,Mid,3,5,1086.3,12,0,Unfurnished,12.87,16.66615029423348
Mumbai,Premium,2,2,775.4,1,1,Semi-Furnished,0.66,16.565964158506578
Pune,Mid,3,3,1413.7,6,1,Unfurnished,19.72,16.304976465191306
Hyderabad,Budget,1,1,575.2,11,1,Unfurnished,12.21,14.849470541243852
Pune,Premium,1,1,526.3,16,1,Unfurnished,6.53,15.538883757399649
Pune,Premium,3,4,1079.9,6,1,Unfurnished,13.76,16.335723297602257
Pune,Premium,2,3,784.4,3,1,Semi-Furnished,0.5,16.11494429063433
Bangalore,Mid,3,3,1240.4,1,1,Unfurnished,22.7,16.194676434620554
Bangalore,Budget,1,1,582.1,22,1,Unfurnished,14.18,15.218504206587014
Mumbai,Mid,2,3,943.6,4,0,Fully-Furnished,28.25,16.492284998361647
Bangalore,Premium,3,3,1097.7,6,1,Unfurnished,6.75,16.29564190746647
Pune,Mid,2,2,771.9,15,0,Semi-Furnished,8.39,15.736523469923622
Bangalore,Mid,2,3,972.0,9,1,Unfurnished,13.43,15.927237642113328
Bangalore,Budget,3,4,1143.6,22,0,Semi-Furnished,22.22,16.000725867401524
Bangalore,Mid,3,3,1539.3,10,1,Semi-Furnished,25.48,16.539046894157472
Pune,Premium,3,3,1260.3,3,1,Unfurnished,10.72,16.451605862253437
Pune,Mid,2,2,1048.9,1,0,Unfurnished,8.75,16.052347224847495
Mumbai,Budget,2,3,904.4,9,1,Unfurnished,13.76,16.20336917709286
Hyderabad,Budget,1,1,576.4,19,1,Unfurnished,19.35,14.404625784382022
Nagpur,Budget,1,1,546.5,16,0,Unfurnished,24.29,14.297765087544484
Mumbai,Budget,2,2,991.4,17,0,Unfurnished,28.33,16.18231390206492
Pune,Mid,2,2,808.3,6,0,Unfurnished,9.65,15.720286163661033
Pune,Budget,1,2,439.4,5,1,Semi-Furnished,17.34,14.789550062715517
Bangalore,Premium,1,1,516.4,2,1,Unfurnished,2.58,15.669489924898881
Pune,Premium,2,3,874.0,4,1,Fully-Furnished,20.96,16.03098776022048
Mumbai,Mid,2,3,792.6,10,1,Semi-Furnished,15.99,16.390820900715088
Pune,Mid,2,3,799.3,4,0,Unfurnished,19.85,15.730971808760088
Pune,Mid,2,1,945.7,6,0,Semi-Furnished,19.33,15.832951555117514
Nagpur,Mid,2,2,1009.3,7,1,Fully-Furnished,16.83,15.460443598323346
Hyderabad,Budget,2,3,878.8,7,0,Fully-Furnished,20.26,15.460597041812678
Pune,Budget,1,1,555.7,5,0,Unfurnished,23.71,14.898774663552247
Nagpur,Mid,2,1,773.7,10,1,Semi-Furnished,13.04,15.301635321815699
Mumbai,Mid,1,1,511.9,9,1,Semi-Furnished,7.89,15.920858974719309
Hyderabad,Mid,3,2,1180.4,7,1,Unfurnished,6.13,16.036801535600706
Pune,Mid,4,4,1632.3,8,1,Fully-Furnished,23.18,16.506107940805332
Nagpur,Premium,4,5,1282.8,14,1,Fully-Furnished,6.18,16.135978397246134
Hyderabad,Budget,1,1,490.4,11,0,Semi-Furnished,15.26,14.705127896797082
Pune,Mid,4,4,2010.4,17,1,Unfurnished,17.89,16.54733438040803
Hyderabad,Mid,1,1,613.0,11,1,Semi-Furnished,18.75,15.220032532186611
Pune,Budget,3,4,1168.3,11,1,Unfurnished,20.34,15.774187435849088
Pune,Budget,2,3,776.5,11,0,Unfurnished,19.55,15.322510125482255
Pune,Mid,2,3,993.1,3,1,Semi-Furnished,23.04,15.931727397320145
Bangalore,Budget,1,1,566.5,7,1,Unfurnished,21.47,15.046239113438515
Pune,Premium,3,4,1270.2,3,1,Semi-Furnished,13.6,16.455218033331832
Hyderabad,Budget,1,2,493.3,7,0,Fully-Furnished,17.07,14.658254637038596
Hyderabad,Mid,4,4,1713.0,5,1,Unfurnished,13.78,16.4376372265231
Mumbai,Mid,2,2,958.7,7,1,Unfurnished,19.16,16.540109732955347
Pune,Budget,2,2,811.3,21,0,Unfurnished,20.0,15.298007654987213
Nagpur,Mid,3,2,1288.7,8,1,Unfurnished,13.45,15.79540106511377
Nagpur,Mid,2,2,807.8,27,1,Semi-Furnished,22.95,15.086851033854911
Pune,Mid,2,3,919.3,2,0,Unfurnished,22.02,15.717423438553256
Bangalore,Budget,2,2,876.5,14,1,Unfurnished,21.55,15.615215048425435
Bangalore,Premium,5,4,1742.4,14,1,Semi-Furnished,10.95,16.957544171435813
Mumbai,Budget,1,2,622.5,10,0,Unfurnished,21.81,15.705702146848955
Hyderabad,Mid,2,3,831.4,13,0,Unfurnished,20.3,15.467290077722017
Nagpur,Mid,3,3,1108.4,10,1,Unfurnished,7.32,15.613237519572081
Pune,Mid,2,2,921.8,1,1,Unfurnished,21.24,15.806921658130019
Pune,Budget,1,1,555.3,11,0,Unfurnished,20.83,14.66575550000857
Mumbai,Premium,1,2,699.7,6,1,Semi-Furnished,9.84,16.34294287020582
Hyderabad,Mid,2,2,843.6,24,1,Unfurnished,13.9,15.569490275355449
Mumbai,Budget,3,3,1238.8,8,1,Unfurnished,26.11,16.589197052431576
Pune,Budget,3,3,1410.7,7,1,Unfurnished,26.81,15.985211591625527
Pune,Premium,1,1,605.1,7,1,Fully-Furnished,2.08,15.856547103703063
Nagpur,Premium,1,1,574.8,4,1,Semi-Furnished,12.32,15.11373762116984
Bangalore,Premium,4,4,1338.8,2,1,Semi-Furnished,8.11,16.58605487934
Nagpur,Mid,2,3,899.7,16,1,Semi-Furnished,27.6,15.298265346191254
Nagpur,Premium,2,2,815.0,1,1,Semi-Furnished,17.39,15.383121596155567
Pune,Mid,3,4,1480.2,4,1,Unfurnished,20.27,16.211621785754854
Bangalore,Mid,2,2,1023.3,7,1,Unfurnished,21.25,16.06238556425668
Hyderabad,Premium,2,1,1072.8,14,1,Unfurnished,0.5,16.037731441608656
Mumbai,Mid,2,2,1052.8,19,1,Unfurnished,10.7,16.60911991542733
Bangalore,Budget,2,1,957.5,13,0,Fully-Furnished,21.85,15.618798320328702
Bangalore,Mid,3,3,1448.2,2,0,Unfurnished,13.95,16.42905797323191
Mumbai,Budget,2,2,961.9,6,0,Fully-Furnished,12.69,16.358538227582827
Pune,Mid,1,2,640.5,8,0,Fully-Furnished,12.02,15.485796126164418
Mumbai,Premium,3,4,1605.4,5,1,Fully-Furnished,6.3,17.175915007183868
Hyderabad,Mid,3,2,1410.5,18,0,Semi-Furnished,13.25,16.202249465669734
Pune,Mid,3,4,1182.9,11,1,Semi-Furnished,10.28,16.069918863634843
Hyderabad,Mid,3,3,1096.5,7,0,Fully-Furnished,5.62,15.998504694497562
Hyderabad,Premium,2,2,840.8,1,1,Fully-Furnished,9.45,16.01939347483348
Bangalore,Mid,1,1,541.9,4,1,Unfurnished,6.84,15.46382739437916
Bangalore,Budget,2,2,838.3,18,1,Semi-Furnished,21.17,15.558081008491003
Nagpur,Budget,2,3,774.3,7,0,Unfurnished,21.65,14.695066348592611
Hyderabad,Mid,2,3,1055.6,1,0,Unfurnished,18.82,15.801532506553931
Pune,Budget,3,3,1348.7,4,0,Fully-Furnished,11.38,16.057730170561847
Hyderabad,Mid,2,3,1045.3,2,1,Semi-Furnished,24.53,15.880391608312722
Nagpur,Mid,1,1,549.4,12,0,Semi-Furnished,27.84,14.300484077188834
Pune,Mid,2,2,990.0,14,1,Unfurnished,20.51,15.770669518881396
Mumbai,Premium,2,2,1041.9,8,1,Semi-Furnished,12.18,16.889165678489356
Nagpur,Budget,2,1,858.3,6,0,Fully-Furnished,26.68,14.83603012538781
Bangalore,Mid,2,2,726.1,14,1,Fully-Furnished,10.98,15.767462135072403
Hyderabad,Mid,2,2,752.6,14,1,Fully-Furnished,17.51,15.553892456946997
Bangalore,Premium,2,2,841.2,12,1,Semi-Furnished,2.2,16.066904772378724
Bangalore,Mid,1,1,616.6,11,0,Unfurnished,13.4,15.479844337720342
Mumbai,Budget,2,2,1059.1,12,1,Unfurnished,17.92,16.449699915348372
Hyderabad,Mid,3,3,1412.9,12,1,Unfurnished,10.82,16.171454221194754
Hyderabad,Premium,1,2,528.1,16,1,Fully-Furnished,2.88,15.567831623679554
Pune,Premium,4,4,1759.2,4,1,Unfurnished,13.56,16.742438263729632
Mumbai,Mid,3,2,1149.4,6,1,Semi-Furnished,8.11,16.733440088250262
Pune,Mid,3,3,1286.0,6,1,Semi-Furnished,11.77,16.27501418246188
Bangalore,Mid,3,2,1150.6,3,1,Semi-Furnished,2.97,16.174919836728066
Pune,Mid,1,2,557.2,8,1,Unfurnished,18.54,15.131234643434874
Nagpur,Mid,2,2,822.3,10,1,Unfurnished,12.01,15.122095905728486
Bangalore,Budget,2,2,1005.6,11,1,Semi-Furnished,12.19,15.945812381545284
Mumbai,Premium,2,2,780.3,11,1,Semi-Furnished,16.69,16.41936186476155
Hyderabad,Budget,1,2,626.2,5,0,Unfurnished,19.0,14.886406951859875
Pune,Mid,3,2,1520.6,2,1,Unfurnished,4.88,16.346935984750036
Hyderabad,Budget,2,3,1049.1,4,0,Fully-Furnished,20.46,15.61025124560807
Hyderabad,Mid,2,2,858.2,4,0,Fully-Furnished,6.64,15.591390614017653
Bangalore,Mid,1,1,512.1,13,1,Semi-Furnished,6.07,15.427860625954223
Pune,Mid,1,1,590.2,14,0,Fully-Furnished,15.62,15.300644091933902
Hyderabad,Mid,2,2,887.3,18,0,Unfurnished,10.73,15.712981531246522
Bangalore,Mid,2,2,859.6,9,0,Fully-Furnished,17.21,15.847729194182888
Mumbai,Budget,2,2,941.1,16,1,Fully-Furnished,18.35,16.191768142589876
Pune,Mid,4,5,1377.9,4,1,Unfurnished,16.48,16.258824517016418
Mumbai,Premium,1,1,500.1,4,0,Fully-Furnished,0.5,16.047641426500775
Hyderabad,Mid,1,1,484.3,8,0,Unfurnished,22.59,14.780769723831138
Bangalore,Budget,2,1,817.1,10,0,Semi-Furnished,14.26,15.620637779330545
Nagpur,Budget,2,3,1005.9,8,1,Unfurnished,17.66,15.1361577836608
Mumbai,Mid,3,3,1328.9,5,1,Unfurnished,18.67,16.770739588274758
Hyderabad,Mid,3,3,1225.8,19,1,Unfurnished,3.1,16.038055084949157
Bangalore,Mid,2,3,967.6,13,1,Fully-Furnished,13.38,15.934667161740661
Pune,Mid,3,3,1193.8,9,1,Semi-Furnished,13.87,16.128804407005664
Nagpur,Premium,3,3,1351.5,4,1,Fully-Furnished,9.87,16.179892385582075
Mumbai,Budget,3,3,1358.2,9,0,Semi-Furnished,18.65,16.633464717638162
Hyderabad,Premium,2,3,792.8,3,1,Fully-Furnished,18.61,15.948596534184249
Pune,Mid,2,2,942.1,5,1,Semi-Furnished,19.02,15.889741422615193
Mumbai,Premium,2,2,810.5,10,0,Unfurnished,1.2,16.60859149810934
Pune,Budget,2,2,969.1,3,1,Unfurnished,20.3,15.551122866569328
Bangalore,Premium,5,5,2084.5,2,1,Fully-Furnished,5.97,17.14877004716764
Pune,Premium,4,3,2016.3,7,1,Unfurnished,1.8,16.904845508915177
Bangalore,Mid,3,3,1536.7,0,1,Fully-Furnished,10.18,16.482921525622185
Pune,Budget,1,2,515.6,13,0,Unfurnished,25.64,14.584354091390274
Hyderabad,Mid,1,1,551.6,10,1,Semi-Furnished,2.82,15.167844486364684
Bangalore,Mid,1,1,522.5,18,1,Unfurnished,10.01,15.20639536683854
Bangalore,Budget,1,1,572.2,16,1,Unfurnished,26.2,14.912905105486507
Nagpur,Premium,1,2,567.0,12,1,Unfurnished,10.01,15.02713421969642
Bangalore,Mid,4,4,1371.0,2,1,Unfurnished,19.79,16.46663612966153
Hyderabad,Mid,2,3,1008.0,6,1,Unfurnished,28.78,15.649614222576778
Pune,Premium,2,2,946.2,9,0,Unfurnished,13.58,15.995726188708552
Mumbai,Mid,1,2,564.6,12,0,Semi-Furnished,15.6,15.984560029753428
Bangalore,Mid,2,3,994.1,3,1,Unfurnished,5.48,16.07152214817873
Pune,Premium,4,4,1439.1,10,1,Semi-Furnished,8.96,16.523756073324744
Nagpur,Budget,3,4,1231.7,17,0,Unfurnished,31.73,15.268436404692759
Mumbai,Mid,3,3,1227.0,21,0,Unfurnished,11.93,16.650188476066972
Mumbai,Premium,3,2,1275.3,4,1,Fully-Furnished,14.57,17.05604442503626
Pune,Budget,3,4,1097.5,5,0,Fully-Furnished,17.37,15.890269277326462
Pune,Premium,4,4,1616.5,7,1,Semi-Furnished,2.84,16.663255510778605
Mumbai,Budget,2,3,1154.2,6,0,Unfurnished,31.56,16.275238706303696
Mumbai,Mid,1,1,392.7,9,1,Fully-Furnished,0.58,15.672824126206066
Nagpur,Budget,1,2,564.7,11,0,Unfurnished,16.66,14.314473295107733
Hyderabad,Premium,3,3,1372.2,5,0,Semi-Furnished,9.95,16.390773165944992
Bangalore,Mid,2,2,827.5,18,1,Semi-Furnished,1.12,15.814562071245046
Mumbai,Mid,2,4,1017.6,14,1,Semi-Furnished,13.83,16.567830244156223
Mumbai,Mid,2,3,850.1,3,1,Unfurnished,6.03,16.360060956513117
Bangalore,Mid,4,3,1776.3,11,1,Fully-Furnished,11.49,16.65998199706268
Pune,Budget,3,4,1308.9,12,1,Fully-Furnished,10.11,16.025680755769525
Pune,Mid,2,1,858.7,17,0,Unfurnished,12.61,15.709559883196615
Hyderabad,Premium,5,6,2157.9,8,1,Fully-Furnished,10.09,16.850993596476957
Hyderabad,Mid,1,1,602.7,16,1,Unfurnished,27.46,14.95106179186544
Mumbai,Mid,3,3,1218.5,2,1,Fully-Furnished,21.91,16.77469922371855
Pune,Budget,1,1,636.1,11,0,Semi-Furnished,16.29,15.009383631277394
Bangalore,Budget,2,2,580.7,13,0,Semi-Furnished,28.95,14.912007277058992
Pune,Premium,3,4,1294.0,7,1,Fully-Furnished,6.62,16.39697078088929
Hyderabad,Premium,3,3,1394.2,4,1,Fully-Furnished,7.5,16.391219515076884
Hyderabad,Mid,3,3,1063.5,4,0,Unfurnished,10.49,15.921236615216015
Mumbai,Mid,1,1,574.6,7,0,Fully-Furnished,17.65,15.98580942564826
Nagpur,Mid,1,1,617.7,2,1,Fully-Furnished,18.85,14.834956976646522
Mumbai,Mid,1,1,441.7,18,1,Semi-Furnished,11.04,15.68132577179174
Bangalore,Premium,3,2,1382.2,3,1,Fully-Furnished,3.98,16.567659618794725
Bangalore,Mid,2,1,885.5,17,1,Unfurnished,6.26,15.946783467993898
Pune,Premium,2,2,922.8,9,0,Fully-Furnished,11.25,16.070599559115998
Pune,Mid,2,2,1236.5,3,1,Unfurnished,16.5,16.07390967124591
Bangalore,Mid,2,3,927.3,5,0,Unfurnished,15.72,15.871899928293955
Bangalore,Mid,1,1,697.6,12,1,Unfurnished,12.45,15.511476380536738
Bangalore,Budget,1,1,616.4,12,0,Semi-Furnished,18.4,14.969424463617427
Pune,Budget,1,1,617.3,20,0,Unfurnished,26.76,14.612358978344963
Mumbai,Mid,3,3,1381.1,5,0,Unfurnished,12.97,16.882246626409433
Hyderabad,Premium,4,4,1778.2,5,1,Semi-Furnished,13.62,16.656881421155553
Pune,Mid,4,5,1590.7,2,1,Fully-Furnished,11.68,16.492283141173946
Mumbai,Budget,2,3,997.8,3,1,Semi-Furnished,14.03,16.413290432209873
Mumbai,Budget,2,3,960.4,14,1,Fully-Furnished,24.3,16.228327223731203
Mumbai,Budget,2,2,907.3,7,0,Fully-Furnished,18.83,16.1735956348076
Mumbai,Mid,4,4,1839.4,4,1,Semi-Furnished,10.58,17.20879619078557
Bangalore,Premium,1,1,570.1,0,1,Unfurnished,9.69,15.681149782830452
Bangalore,Premium,2,3,992.8,9,1,Semi-Furnished,15.45,16.324894187339424
Bangalore,Budget,1,1,499.8,9,0,Semi-Furnished,8.39,14.968436774310236
Mumbai,Premium,4,4,1565.9,0,1,Fully-Furnished,15.91,17.192720289325077
Pune,Mid,4,3,1791.3,8,1,Unfurnished,4.84,16.576368998678152
Nagpur,Budget,2,2,1104.8,11,0,Semi-Furnished,13.73,15.218609183229805
Pune,Budget,2,2,1074.7,5,0,Semi-Furnished,19.22,15.66351424550508
Pune,Mid,2,3,983.3,3,1,Unfurnished,11.91,15.903807400477618
Bangalore,Premium,3,3,1210.1,2,1,Fully-Furnished,3.71,16.529474041101736
Pune,Mid,1,1,605.0,7,0,Fully-Furnished,15.5,15.397505534132831
Mumbai,Budget,1,2,554.7,1,1,Fully-Furnished,15.68,15.655201092283072
Hyderabad,Mid,2,3,853.1,9,1,Fully-Furnished,18.39,15.760034747020587
Bangalore,Mid,1,1,598.5,5,0,Unfurnished,1.35,15.400604751937367
Bangalore,Mid,1,1,613.3,7,1,Unfurnished,22.14,15.304375045223757
Pune,Mid,3,3,1260.5,14,1,Unfurnished,19.5,16.09364280212232
Mumbai,Budget,2,3,833.2,19,1,Semi-Furnished,19.57,16.042099959722005
Pune,Mid,3,3,1350.2,8,1,Fully-Furnished,3.55,16.275521276577415
Bangalore,Mid,3,3,1231.7,11,0,Semi-Furnished,16.47,16.282882791120276
Bangalore,Mid,3,3,1457.2,5,1,Fully-Furnished,15.77,16.386169584199887
Nagpur,Mid,3,4,1166.9,16,1,Unfurnished,11.58,15.572487742957978
Pune,Premium,5,6,2051.8,3,1,Semi-Furnished,11.53,17.02929633046738
Pune,Premium,5,5,2038.4,9,0,Fully-Furnished,6.3,16.93604724837305
Bangalore,Mid,4,3,1441.9,4,0,Fully-Furnished,21.6,16.51322169466622
Hyderabad,Premium,2,3,995.3,9,0,Semi-Furnished,11.76,16.0715612256958
Pune,Premium,3,4,1254.2,15,1,Unfurnished,6.2,16.34559585824997
Mumbai,Premium,3,4,1338.1,5,1,Unfurnished,18.32,17.066290897757018
Bangalore,Premium,4,4,1944.2,7,1,Semi-Furnished,5.81,16.9389750979172
Mumbai,Mid,2,2,713.3,6,1,Unfurnished,10.29,16.111335955609842
Mumbai,Premium,1,1,661.1,4,1,Fully-Furnished,2.45,16.427416825119085
Bangalore,Premium,5,6,2211.2,4,1,Semi-Furnished,6.26,17.064624565893084
Mumbai,Mid,2,2,1029.7,8,0,Unfurnished,15.97,16.46024303911448
Hyderabad,Budget,1,1,512.8,19,0,Unfurnished,34.06,14.266057375112862
Mumbai,Mid,4,4,1714.6,9,1,Fully-Furnished,18.91,17.072086286294557
Bangalore,Budget,3,3,1067.5,8,0,Semi-Furnished,7.76,15.902381929970229
Mumbai,Budget,2,1,844.5,18,0,Unfurnished,24.51,15.99957232885753
Nagpur,Mid,2,3,895.3,11,1,Semi-Furnished,20.29,15.225005687721197
Pune,Mid,2,2,866.9,8,0,Semi-Furnished,14.67,15.78838321531395
Hyderabad,Premium,3,2,1293.9,8,1,Unfurnished,8.68,16.402012518915694
Hyderabad,Budget,1,1,629.5,10,1,Semi-Furnished,16.48,15.051403742741568
Pune,Mid,4,3,1784.0,17,0,Fully-Furnished,15.28,16.558850551134856
